Country_Name,Country_Code,Time_Code,Time,Access_to_Clean_Fuels_and_Technologies_for_cooking_percent_of_total_population_[2.1_ACCESS.CFT.TOT],Access_to_electricity_percent_of_rural_population_with_access_[1.2_ACCESS.ELECTRICITY.RURAL],Access_to_electricity_percent_of_urban_population_with_access_[1.3_ACCESS.ELECTRICITY.URBAN],Energy_intensity_level_of_primary_energy_MJ/2011_USD_PPP_[6.1_PRIMARY.ENERGY.INTENSITY],Renewable_electricity_output_GWh_[4.1.2_REN.ELECTRICITY.OUTPUT],Renewable_electricity_share_of_total_electricity_output_percent_[4.1_SHARE.RE.IN.ELECTRICITY],Renewable_energy_share_of_TFEC_percent_[2.1_SHARE.TOTAL.RE.IN.TFEC],Total_electricity_output_GWh_[4.1.1_TOTAL.ELECTRICITY.OUTPUT]
Barbados,BRB,YR2007,0.466666667,0.987916625,1.0,1.0,0.094672531,0.0,0.0,0.100742351,0.000364102
Barbados,BRB,YR2008,0.533333333,0.989124962,1.0,1.0,0.132349046,0.0,0.0,0.089518805,0.000365714
Barbados,BRB,YR2009,0.6,0.990031215,1.0,1.0,0.145055835,0.0,0.0,0.09731552,0.000371054
Barbados,BRB,YR2010,0.666666667,0.990736079,1.0,1.0,0.125812611,0.0,0.0,0.093696643,0.000356259
Barbados,BRB,YR2011,0.733333333,0.991642332,1.0,1.0,0.123076951,0.0,0.0,0.047561415,0.000364018
Barbados,BRB,YR2012,0.8,0.992347196,1.0,1.0,0.117041529,0.0,0.0,0.04286984,0.000392946
Barbados,BRB,YR2013,0.866666667,0.992951364,1.0,1.0,0.112637579,0.0,0.0,0.035277531,0.000351956
Barbados,BRB,YR2014,0.933333333,0.993555533,1.0,1.0,0.083451831,0.0,0.0,0.032748694,0.000349678
Barbados,BRB,YR2015,1.0,0.994059007,1.0,1.0,0.078804461,0.0,0.0,0.028907401,0.000356848
Belarus,BLR,YR2000,0.0,0.936461585,1.0,1.0,0.585882587,5.86e-05,0.001034486,0.051692624,0.009477318
Belarus,BLR,YR2001,0.066666667,0.943208136,1.0,1.0,0.557407823,6.51e-05,0.001197033,0.057335043,0.009099719
Belarus,BLR,YR2002,0.133333333,0.948041486,1.0,1.0,0.537792217,6.29e-05,0.001096205,0.059786112,0.009606458
Belarus,BLR,YR2003,0.2,0.952874836,1.0,1.0,0.513101591,6.08e-05,0.001051608,0.058076992,0.009668664
Belarus,BLR,YR2004,0.266666667,0.956701239,1.0,1.0,0.468385356,7.38e-05,0.00108944,0.05867383,0.011335846
Belarus,BLR,YR2005,0.333333333,0.961031115,1.0,1.0,0.418381835,8.03e-05,0.001195101,0.063837512,0.011245266
Belarus,BLR,YR2006,0.4,0.964051959,1.0,1.0,0.401391088,8.25e-05,0.001194605,0.067317559,0.011554475
Belarus,BLR,YR2007,0.466666667,0.967274192,1.0,1.0,0.351492122,0.000108501,0.00157096,0.068703579,0.011561023
Belarus,BLR,YR2008,0.533333333,0.969086698,1.0,1.0,0.309602869,0.000158411,0.002082944,0.067303748,0.012732016
Belarus,BLR,YR2009,0.6,0.971704763,1.0,1.0,0.28773978,0.000227852,0.00345682,0.070325811,0.011032457
Belarus,BLR,YR2010,0.666666667,0.974121438,1.0,1.0,0.273148972,0.000282102,0.003725616,0.072792159,0.012676358
Belarus,BLR,YR2011,0.733333333,0.975531165,1.0,1.0,0.277023018,0.000299462,0.004285892,0.076548945,0.011695983
Belarus,BLR,YR2012,0.8,0.976739503,1.0,1.0,0.285343176,0.000371073,0.005552358,0.075209692,0.011186334
Belarus,BLR,YR2013,0.866666667,0.978350619,1.0,1.0,0.240117769,0.000577224,0.008442918,0.072717861,0.011443887
Belarus,BLR,YR2014,0.933333333,0.978954788,1.0,1.0,0.228873668,0.000544674,0.00722644,0.068827088,0.012618154
Belarus,BLR,YR2015,1.0,0.979961736,1.0,1.0,0.211017839,0.000603264,0.008157136,0.070245183,0.012380609
Belgium,BEL,YR2000,0.0,1.0,1.0,1.0,0.209165691,0.002265496,0.012613331,0.015012938,0.030093193
Belgium,BEL,YR2001,0.066666667,1.0,1.0,1.0,0.205746535,0.002332766,0.01367428,0.016443642,0.028581706
Belgium,BEL,YR2002,0.133333333,1.0,1.0,1.0,0.188295938,0.002469477,0.014060553,0.0174886,0.029426029
Belgium,BEL,YR2003,0.2,1.0,1.0,1.0,0.198147401,0.002586658,0.014265619,0.01961923,0.030379848
Belgium,BEL,YR2004,0.266666667,1.0,1.0,1.0,0.188867334,0.003248513,0.017747585,0.021000694,0.030667958
Belgium,BEL,YR2005,0.333333333,1.0,1.0,1.0,0.182441472,0.004570052,0.024572533,0.025593513,0.031161237
Belgium,BEL,YR2006,0.4,1.0,1.0,1.0,0.172884308,0.006405885,0.034999316,0.029325142,0.030666139
Belgium,BEL,YR2007,0.466666667,1.0,1.0,1.0,0.159008359,0.007564673,0.039828905,0.034537945,0.031822945
Belgium,BEL,YR2008,0.533333333,1.0,1.0,1.0,0.165007629,0.009587128,0.052859828,0.040582914,0.030387851
Belgium,BEL,YR2009,0.6,1.0,1.0,1.0,0.160333082,0.011802713,0.060566391,0.050145293,0.032651625
Belgium,BEL,YR2010,0.666666667,1.0,1.0,1.0,0.173059499,0.014092079,0.069210928,0.060560705,0.034116548
Belgium,BEL,YR2011,0.733333333,1.0,1.0,1.0,0.149188134,0.018178218,0.09411269,0.068805141,0.032363515
Belgium,BEL,YR2012,0.8,1.0,1.0,1.0,0.137881914,0.02269402,0.128134098,0.080493848,0.029674124
Belgium,BEL,YR2013,0.866666667,1.0,1.0,1.0,0.14676152,0.025334929,0.142099747,0.084339776,0.029878566
Belgium,BEL,YR2014,0.933333333,1.0,1.0,1.0,0.127969381,0.026502397,0.170813486,0.094139231,0.025975984
Belgium,BEL,YR2015,1.0,1.0,1.0,1.0,0.125943577,0.031391442,0.208008846,0.095463503,0.025282264
Belize,BLZ,YR2000,0.0,0.780283959,0.826432592,0.971830048,0.205716014,0.000208321,0.700758953,0.358469908,3.23e-05
Belize,BLZ,YR2001,0.066666667,0.7872319,0.829810398,0.970823826,0.206761405,0.000208321,0.69067609,0.307175767,3.3e-05
Belize,BLZ,YR2002,0.133333333,0.792770114,0.832930989,0.969785697,0.18603846,0.000203981,0.671456384,0.323615594,3.33e-05
Belize,BLZ,YR2003,0.2,0.798711107,0.835894017,0.968750079,0.155155894,0.000147561,0.409655522,0.313053602,4.28e-05
Belize,BLZ,YR2004,0.266666667,0.804350015,0.838787509,0.967751298,0.14278403,0.000138555,0.430799323,0.332171496,3.63e-05
Belize,BLZ,YR2005,0.333333333,0.808478502,0.841697357,0.966823587,0.132991349,0.000149638,0.441436312,0.321746366,3.92e-05
Belize,BLZ,YR2006,0.4,0.813412547,0.827281628,0.976433385,0.144820566,0.000389518,0.847752888,0.381802628,5.94e-05
Belize,BLZ,YR2007,0.466666667,0.819454234,0.847940727,0.965319136,0.141147903,0.000388817,0.822788549,0.33521104,6.16e-05
Belize,BLZ,YR2008,0.533333333,0.823582721,0.851425918,0.96480156,0.118710011,0.000448206,0.947515106,0.353389796,6.17e-05
Belize,BLZ,YR2009,0.6,0.827006344,0.855151927,0.964436448,0.156167327,0.000407076,0.792947059,0.276143157,6.85e-05
Belize,BLZ,YR2010,0.666666667,0.831940389,0.829858831,0.963417773,0.141474863,0.000570681,0.633835775,0.34973193,0.000133358
Belize,BLZ,YR2011,0.733333333,0.836673044,0.871820047,0.955050239,0.160579955,0.000530452,0.629442057,0.321859655,0.000123697
Belize,BLZ,YR2012,0.8,0.840600141,0.867241188,0.964037568,0.123635341,0.000452363,0.491960435,0.385048687,0.000136569
Belize,BLZ,YR2013,0.866666667,0.844325848,0.871405926,0.964064265,0.131244518,0.000449345,0.558153251,0.359572441,0.000117381
Belize,BLZ,YR2014,0.933333333,0.847346692,0.875580375,0.964134497,0.115511252,0.000444596,0.507075757,0.382887385,0.000129406
Belize,BLZ,YR2015,1.0,0.850770315,0.87460173,0.96220287,0.143926519,0.000409331,0.452418044,0.363356769,0.000134096
Benin,BEN,YR2000,0.0,0.011479207,0.047859365,0.338315574,0.24964258,4.34e-06,0.02381051,0.729221423,1.3e-05
Benin,BEN,YR2001,0.066666667,0.013795187,0.051989078,0.38549182,0.253094457,4.34e-06,0.030304286,0.693581594,6.43e-06
Benin,BEN,YR2002,0.133333333,0.016010472,0.064887814,0.375344553,0.262142682,4.34e-06,0.031747347,0.664366873,5.34e-06
Benin,BEN,YR2003,0.2,0.019031316,0.073027271,0.393845625,0.26936741,4.34e-06,0.025001036,0.640427158,1.15e-05
Benin,BEN,YR2004,0.266666667,0.022152855,0.080994044,0.412383487,0.26926576,2.17e-06,0.01234619,0.629641252,1.19e-05
Benin,BEN,YR2005,0.333333333,0.025677172,0.088871042,0.430992464,0.264233197,2.17e-06,0.009346182,0.614082019,2.13e-05
Benin,BEN,YR2006,0.4,0.028194542,0.082084663,0.470840178,0.314454571,8.68e-06,0.025975102,0.594495901,3.84e-05
Benin,BEN,YR2007,0.466666667,0.032423724,0.104664145,0.468561298,0.325348023,6.51e-06,0.013636928,0.565272415,6.24e-05
Benin,BEN,YR2008,0.533333333,0.035243178,0.112709212,0.487580411,0.314325132,6.51e-06,0.013100979,0.568089399,6.57e-05
Benin,BEN,YR2009,0.6,0.037961937,0.120863589,0.506751941,0.325043528,2.17e-06,0.007812824,0.548068682,2.9e-05
Benin,BEN,YR2010,0.666666667,0.041184171,0.136256716,0.578135257,0.342504928,2.17e-06,0.008696012,0.499198118,3.7e-05
Benin,BEN,YR2011,0.733333333,0.043298761,0.121208923,0.597643453,0.341570276,0.0,0.0,0.513043663,3.88e-05
Benin,BEN,YR2012,0.8,0.046823079,0.142275833,0.61715165,0.337053234,0.0,0.0,0.530620361,4.13e-05
Benin,BEN,YR2013,0.866666667,0.049239754,0.153602164,0.584526468,0.327247324,0.0,0.0,0.546856472,4.54e-05
Benin,BEN,YR2014,0.933333333,0.051958514,0.134250344,0.46108608,0.316600957,0.0,0.0,0.545061545,4.94e-05
Benin,BEN,YR2015,1.0,0.054073104,0.169449475,0.623762077,0.339197912,4.12e-05,0.055557857,0.527680218,0.000106829
Bhutan,BTN,YR2000,0.0,0.311952472,0.137384136,0.954459152,0.965117936,0.003927728,1.0,0.948219758,0.000640851
Bhutan,BTN,YR2001,0.066666667,0.328768503,0.184374028,0.957706003,0.900255494,0.004467953,0.999822903,0.951855294,0.000731577
Bhutan,BTN,YR2002,0.133333333,0.347094955,0.232217524,0.960921041,0.826662607,0.004774034,0.99962794,0.946173032,0.000783055
Bhutan,BTN,YR2003,0.2,0.35917833,0.242594449,0.968299181,0.768127933,0.005483629,0.999211053,0.953600223,0.000902442
Bhutan,BTN,YR2004,0.266666667,0.376799919,0.331137761,0.967392976,0.720870928,0.005106046,0.999276995,0.969537953,0.000839036
Bhutan,BTN,YR2005,0.333333333,0.391602054,0.434985135,0.960695652,0.690535901,0.005741861,0.999474827,0.95093832,0.000945513
Bhutan,BTN,YR2006,0.4,0.404390293,0.439617493,0.974149374,0.655719219,0.009806299,0.999643246,0.953648863,0.001626973
Bhutan,BTN,YR2007,0.466666667,0.414056993,0.601735094,0.984515369,0.568668671,0.0142353,0.999736625,0.956403087,0.002369512
Bhutan,BTN,YR2008,0.533333333,0.431477193,0.556976623,0.981567998,0.56381299,0.015105477,1.0,0.954459401,0.002514694
Bhutan,BTN,YR2009,0.6,0.445977243,0.617937113,0.985441634,0.542217554,0.015185767,1.0,0.960752033,0.002528154
Bhutan,BTN,YR2010,0.666666667,0.45957104,0.623078665,0.991532901,0.510266085,0.015901872,1.0,0.942953342,0.002648273
Bhutan,BTN,YR2011,0.733333333,0.468331487,0.744674064,0.993270579,0.471307952,0.015335932,0.999998973,0.929621068,0.0025534
Bhutan,BTN,YR2012,0.8,0.477494714,0.872595358,0.995122951,0.461497946,0.01481361,1.0,0.913405274,0.002465803
Bhutan,BTN,YR2013,0.866666667,0.494109355,0.879422638,0.998685408,0.465698596,0.016578136,0.999975976,0.90298428,0.002761712
Bhutan,BTN,YR2014,0.933333333,0.503071191,0.950286475,0.999683073,0.436897277,0.015197398,0.99997003,0.90285752,0.002530249
Bhutan,BTN,YR2015,1.0,0.514147619,0.974242831,0.999964093,0.404800354,0.016811443,0.999976884,0.901601469,0.002800823
Bolivia,BOL,YR2000,0.0,0.65048837,0.246933018,0.948938638,0.167278017,0.004337861,0.515227527,0.284166717,0.001393866
Bolivia,BOL,YR2001,0.066666667,0.66267244,0.281681772,0.929418529,0.102784787,0.004737143,0.548515182,0.293753217,0.001430244
Bolivia,BOL,YR2002,0.133333333,0.675359984,0.227156186,0.860750569,0.1384599,0.004897725,0.539458291,0.28774923,0.001504454
Bolivia,BOL,YR2003,0.2,0.687946833,0.354951299,0.926844264,0.14146153,0.004429001,0.471164484,0.270619932,0.001558293
Bolivia,BOL,YR2004,0.266666667,0.69902326,0.4042982,0.953840739,0.131784259,0.004780544,0.487086282,0.254260888,0.001627774
Bolivia,BOL,YR2005,0.333333333,0.712919142,0.286694914,0.877109142,0.14242308,0.004383431,0.412598789,0.243586431,0.001763462
Bolivia,BOL,YR2006,0.4,0.724096264,0.438395792,0.941118582,0.190959064,0.004815264,0.418696588,0.233989871,0.001910427
Bolivia,BOL,YR2007,0.466666667,0.734769912,0.463921182,0.977995742,0.125079158,0.005188507,0.417003669,0.223361327,0.002068306
Bolivia,BOL,YR2008,0.533333333,0.745141476,0.559953284,0.9905866,0.125530561,0.005223227,0.413804316,0.212741731,0.002098499
Bolivia,BOL,YR2009,0.6,0.756318598,0.633845739,0.986272472,0.127351081,0.005244927,0.394886476,0.207411648,0.002209087
Bolivia,BOL,YR2010,0.666666667,0.763870708,0.578162225,0.970863267,0.138188797,0.004993205,0.33954483,0.20821827,0.002447723
Bolivia,BOL,YR2011,0.733333333,0.774342966,0.665166124,0.988773801,0.139127941,0.005357768,0.341980924,0.200109758,0.002608876
Bolivia,BOL,YR2012,0.8,0.783707582,0.723705618,0.990647417,0.162216429,0.005370788,0.323078256,0.185946652,0.002769301
Bolivia,BOL,YR2013,0.866666667,0.793575672,0.692409028,0.994148468,0.146427075,0.00563119,0.321774022,0.193333711,0.002916266
Bolivia,BOL,YR2014,0.933333333,0.803141678,0.713831788,0.991597381,0.146901128,0.005320878,0.280080133,0.174479932,0.003167271
Bolivia,BOL,YR2015,1.0,0.622897996,0.7487376,0.993469022,0.136128558,0.005811301,0.314037398,0.181951932,0.003084694
Bosnia and Herzegovina,BIH,YR2000,0.0,0.37639714,0.985978707,0.988093328,0.272371766,0.011054058,0.488465913,0.20078004,0.003776231
Bosnia and Herzegovina,BIH,YR2001,0.066666667,0.391400665,0.995938249,0.989007738,0.244139438,0.011242849,0.487047811,0.21033636,0.00385226
Bosnia and Herzegovina,BIH,YR2002,0.133333333,0.410734065,0.976926718,0.991465164,0.242829011,0.011431641,0.488476422,0.220093733,0.003905735
Bosnia and Herzegovina,BIH,YR2003,0.2,0.421709798,0.989170932,0.990778697,0.228806621,0.009767239,0.399537231,0.208950947,0.004080711
Bosnia and Herzegovina,BIH,YR2004,0.266666667,0.442452925,0.990080636,0.991702222,0.23902094,0.012974522,0.469771187,0.208531803,0.00461255
Bosnia and Herzegovina,BIH,YR2005,0.333333333,0.453227268,0.99104846,0.992696817,0.226412564,0.013015752,0.475975913,0.204748058,0.004566715
Bosnia and Herzegovina,BIH,YR2006,0.4,0.472661363,0.991848749,0.996521363,0.225720862,0.01270978,0.440096372,0.18803641,0.004823904
Bosnia and Herzegovina,BIH,YR2007,0.466666667,0.489880173,0.997688623,0.995023864,0.207912741,0.008682231,0.339542238,0.15396562,0.004269146
Bosnia and Herzegovina,BIH,YR2008,0.533333333,0.504480918,0.994993351,0.996378176,0.228578016,0.010561465,0.328354692,0.148128901,0.00537466
Bosnia and Herzegovina,BIH,YR2009,0.6,0.521498339,0.996663705,0.997749046,0.253353153,0.013538726,0.398216648,0.180879665,0.00568205
Bosnia and Herzegovina,BIH,YR2010,0.666666667,0.539220622,0.998204424,0.998897685,0.265798559,0.017416543,0.468718317,0.203019306,0.006211707
Bosnia and Herzegovina,BIH,YR2011,0.733333333,0.555835263,0.996710865,0.997121666,0.300339432,0.009519857,0.287119222,0.146886207,0.005540905
Bosnia and Herzegovina,BIH,YR2012,0.8,0.571442956,0.999822899,0.999917024,0.277598011,0.009146615,0.299330677,0.158515509,0.005105102
Bosnia and Herzegovina,BIH,YR2013,0.866666667,0.585338838,0.999979352,0.999991814,0.255657889,0.015702231,0.414663901,0.202070544,0.006330661
Bosnia and Herzegovina,BIH,YR2014,0.933333333,0.601047226,1.0,1.0,0.323401385,0.012879041,0.367280064,0.433093219,0.005861027
Bosnia and Herzegovina,BIH,YR2015,1.0,0.619575068,1.0,1.0,0.321910234,0.012045755,0.355187788,0.422766298,0.005667863
Botswana,BWA,YR2000,0.0,0.44738697,0.143522855,0.249575575,0.098199215,0.0,0.0,0.379246955,0.000397122
Botswana,BWA,YR2001,0.066666667,0.461584936,0.078071919,0.231864775,0.100088683,0.0,0.0,0.370023323,0.00039312
Botswana,BWA,YR2002,0.133333333,0.473567617,0.169171272,0.308262804,0.091307337,0.0,0.0,0.355328982,0.000399305
Botswana,BWA,YR2003,0.2,0.488873225,0.183373686,0.337592976,0.081910456,0.0,0.0,0.355112955,0.000361472
Botswana,BWA,YR2004,0.266666667,0.502970496,0.197425296,0.366959939,0.073863906,0.0,0.0,0.333262231,0.000336735
Botswana,BWA,YR2005,0.333333333,0.516765683,0.211443649,0.396398064,0.071507746,0.0,0.0,0.319168586,0.00036511
Botswana,BWA,YR2006,0.4,0.526734468,0.225508675,0.425941723,0.063227544,0.0,0.0,0.304684864,0.000340009
Botswana,BWA,YR2007,0.466666667,0.540731044,0.239728608,0.455625148,0.055456839,0.0,0.0,0.287032264,0.000283624
Botswana,BWA,YR2008,0.533333333,0.550699829,0.427180702,0.476936489,0.054817812,0.0,0.0,0.281782643,0.000235969
Botswana,BWA,YR2009,0.6,0.564293626,0.268852771,0.51547404,0.056448723,0.0,0.0,0.293360393,0.00035747
Botswana,BWA,YR2010,0.666666667,0.572953378,0.28370181,0.545605275,0.057797525,0.0,0.0,0.313169179,0.000146117
Botswana,BWA,YR2011,0.733333333,0.58433189,0.236274376,0.62361374,0.042261197,0.0,0.0,0.311205299,0.000100645
Botswana,BWA,YR2012,0.8,0.596415265,0.313710871,0.606172578,0.055089137,0.0,0.0,0.308629585,0.000238152
Botswana,BWA,YR2013,0.866666667,0.607793777,0.328726396,0.636565112,0.049021669,2.17e-06,0.001083468,0.303134389,0.000676138
Botswana,BWA,YR2014,0.933333333,0.61856812,0.343633692,0.667001087,0.054798045,2.17e-06,0.000432357,0.298794396,0.000842019
Botswana,BWA,YR2015,1.0,0.628939684,0.358395406,0.697458923,0.057529322,2.17e-06,0.000337055,0.299617165,0.001061739
Brazil,BRA,YR2000,0.0,0.868190515,0.748242017,0.987785052,0.086898825,0.677585113,0.894964129,0.44402092,0.126907267
Brazil,BRA,YR2001,0.066666667,0.878058604,0.775582541,0.990430242,0.08706475,0.600857712,0.842909364,0.430317137,0.119485522
Brazil,BRA,YR2002,0.133333333,0.887221831,0.801186019,0.993013554,0.086297224,0.64313178,0.857417245,0.446363385,0.125728998
Brazil,BRA,YR2003,0.2,0.89477394,0.818637826,0.993954703,0.087261267,0.689133935,0.871672136,0.470060042,0.132519956
Brazil,BRA,YR2004,0.266666667,0.90232605,0.814482419,0.994943732,0.086893558,0.723339886,0.860356759,0.470903494,0.140928259
Brazil,BRA,YR2005,0.333333333,0.909777465,0.834167931,0.995547449,0.085607004,0.761981349,0.871282364,0.480842167,0.146595878
Brazil,BRA,YR2006,0.4,0.916121237,0.860268979,0.996448801,0.084708192,0.789375622,0.867512449,0.486622068,0.152526871
Brazil,BRA,YR2007,0.466666667,0.921155976,0.890357922,0.99733529,0.083986657,0.852132465,0.882183337,0.491939735,0.161915912
Brazil,BRA,YR2008,0.533333333,0.926794885,0.91371029,0.997826628,0.084857497,0.846761677,0.842699142,0.490338748,0.168434766
Brazil,BRA,YR2009,0.6,0.932232404,0.93311482,0.99819159,0.078808338,0.900183115,0.889994622,0.509536102,0.169545736
Brazil,BRA,YR2010,0.666666667,0.936159501,0.937428105,0.997977881,0.084079767,0.948212064,0.847277434,0.487676145,0.187597723
Brazil,BRA,YR2011,0.733333333,0.940287987,0.957715182,0.998763314,0.07975938,1.0,0.871246058,0.471718831,0.193422493
Brazil,BRA,YR2012,0.8,0.944416474,0.970133613,0.999115035,0.084197573,0.98872191,0.824516983,0.452549077,0.201013393
Brazil,BRA,YR2013,0.866666667,0.947336623,0.972853873,0.999207638,0.086504471,0.950399439,0.766923848,0.44038014,0.207730141
Brazil,BRA,YR2014,0.933333333,0.950659551,0.97832202,0.99933616,0.091622937,0.936708812,0.730851011,0.434093497,0.214839766
Brazil,BRA,YR2015,1.0,0.953479005,0.982370077,0.999465927,0.095873565,0.933605691,0.739699719,0.454308549,0.211573063
Brunei Darussalam,BRN,YR2000,0.0,1.0,1.0,1.0,0.091438889,0.0,0.0,0.0,0.000907499
Brunei Darussalam,BRN,YR2001,0.066666667,1.0,1.0,1.0,0.071784926,0.0,0.0,0.0,0.000920595
Brunei Darussalam,BRN,YR2002,0.133333333,1.0,1.0,1.0,0.061171785,0.0,0.0,0.0,0.000964975
Brunei Darussalam,BRN,YR2003,0.2,1.0,1.0,1.0,0.082801616,0.0,0.0,0.0,0.001143225
Brunei Darussalam,BRN,YR2004,0.266666667,1.0,1.0,1.0,0.066118023,0.0,0.0,0.0,0.001169781
Brunei Darussalam,BRN,YR2005,0.333333333,1.0,1.0,1.0,0.059518748,0.0,0.0,0.0,0.001169781
Brunei Darussalam,BRN,YR2006,0.4,1.0,1.0,1.0,0.11978172,0.0,0.0,0.0,0.001182149
Brunei Darussalam,BRN,YR2007,0.466666667,1.0,1.0,1.0,0.124880124,0.0,0.0,0.0,0.001217435
Brunei Darussalam,BRN,YR2008,0.533333333,1.0,1.0,1.0,0.152624312,0.0,0.0,0.0,0.001227621
Brunei Darussalam,BRN,YR2009,0.6,1.0,1.0,1.0,0.119950091,0.0,0.0,0.0,0.001296374
Brunei Darussalam,BRN,YR2010,0.666666667,1.0,1.0,1.0,0.128574971,0.0,0.0,0.0,0.001361854
Brunei Darussalam,BRN,YR2011,0.733333333,1.0,1.0,1.0,0.165283524,4.34e-06,0.000536935,0.000164238,0.001337481
Brunei Darussalam,BRN,YR2012,0.8,1.0,1.0,1.0,0.159734424,4.34e-06,0.000508927,0.000153449,0.001412055
Brunei Darussalam,BRN,YR2013,0.866666667,1.0,1.0,1.0,0.108569902,4.34e-06,0.000454358,0.000140349,0.001583757
Brunei Darussalam,BRN,YR2014,0.933333333,1.0,1.0,1.0,0.126369163,4.34e-06,0.000443871,0.000144998,0.00162159
Brunei Darussalam,BRN,YR2015,1.0,1.0,1.0,1.0,0.072352911,4.34e-06,0.00047621,0.000154945,0.001510274
Bulgaria,BGR,YR2000,0.0,0.647165442,1.0,1.0,0.41715549,0.005800451,0.065765653,0.082822406,0.01476843
Bulgaria,BGR,YR2001,0.066666667,0.684825295,1.0,1.0,0.417004073,0.003769317,0.039901501,0.075574174,0.015819013
Bulgaria,BGR,YR2002,0.133333333,0.71896083,1.0,1.0,0.374582583,0.004761014,0.052030897,0.090604845,0.01532246
Bulgaria,BGR,YR2003,0.2,0.749169268,1.0,1.0,0.362669749,0.006572976,0.071563161,0.095073486,0.0153803
Bulgaria,BGR,YR2004,0.266666667,0.774645051,1.0,1.0,0.321693911,0.006876779,0.07650102,0.099610962,0.015052175
Bulgaria,BGR,YR2005,0.333333333,0.796093042,1.0,1.0,0.315316223,0.009422207,0.098748746,0.102618772,0.015978347
Bulgaria,BGR,YR2006,0.4,0.813513241,1.0,1.0,0.299733624,0.009239925,0.09358218,0.10378522,0.016534923
Bulgaria,BGR,YR2007,0.466666667,0.82881885,1.0,1.0,0.264409243,0.006338615,0.068032722,0.092027903,0.015601839
Bulgaria,BGR,YR2008,0.533333333,0.840902225,1.0,1.0,0.239815001,0.006427585,0.066439142,0.103234697,0.016200977
Bulgaria,BGR,YR2009,0.6,0.851173094,1.0,1.0,0.212371999,0.008068117,0.087731625,0.120969846,0.01539958
Bulgaria,BGR,YR2010,0.666666667,0.859430067,1.0,1.0,0.218882558,0.012560049,0.125784813,0.149057609,0.016722267
Bulgaria,BGR,YR2011,0.733333333,0.866075924,1.0,1.0,0.238207774,0.00853901,0.078667073,0.137744104,0.018179551
Bulgaria,BGR,YR2012,0.8,0.871815527,1.0,1.0,0.221807395,0.011559672,0.11436958,0.163415295,0.016926709
Bulgaria,BGR,YR2013,0.866666667,0.876246098,1.0,1.0,0.192136336,0.015027356,0.160795162,0.188372132,0.015649857
Bulgaria,BGR,YR2014,0.933333333,0.88027389,1.0,1.0,0.205451512,0.016032073,0.157442539,0.176022247,0.017053303
Bulgaria,BGR,YR2015,1.0,0.883395428,1.0,1.0,0.206791018,0.019026694,0.179893381,0.183112812,0.017713555
Burkina Faso,BFA,YR2000,0.0,0.021548686,0.019867151,0.281866462,0.227362309,0.000213313,0.251803463,0.886044254,0.000124436
Burkina Faso,BFA,YR2001,0.066666667,0.023864666,0.020869364,0.296280923,0.207069328,0.000116747,0.14720172,0.86810561,0.000115378
Burkina Faso,BFA,YR2002,0.133333333,0.026784815,0.021425251,0.310663477,0.149322004,0.000138447,0.174945552,0.823136187,0.000115087
Burkina Faso,BFA,YR2003,0.2,0.029000101,0.004839329,0.419631163,0.138530024,0.000208104,0.21570844,0.820414096,0.000144153
Burkina Faso,BFA,YR2004,0.266666667,0.031819555,0.021408018,0.339470446,0.185550791,0.000220257,0.214460605,0.86657169,0.000154593
Burkina Faso,BFA,YR2005,0.333333333,0.035444568,0.020938843,0.353963464,0.231043201,0.000218087,0.194662334,0.897857537,0.000170235
Burkina Faso,BFA,YR2006,0.4,0.038163327,0.020219263,0.36856197,0.234100248,0.000173818,0.146227305,0.877855345,0.000181694
Burkina Faso,BFA,YR2007,0.466666667,0.04138556,0.019298387,0.383300335,0.238510308,0.000240872,0.181380062,0.855167467,0.000205049
Burkina Faso,BFA,YR2008,0.533333333,0.045010573,0.018310706,0.398203442,0.236357328,0.000294905,0.219414965,0.860469603,0.00020774
Burkina Faso,BFA,YR2009,0.6,0.048534891,0.017236369,0.413259013,0.229500585,0.000287093,0.189061846,0.867289084,0.000236988
Burkina Faso,BFA,YR2010,0.666666667,0.05356963,0.010858446,0.372079935,0.209469031,0.000254977,0.207862847,0.84505436,0.00018806
Burkina Faso,BFA,YR2011,0.733333333,0.057798812,0.014707075,0.443740151,0.201361747,0.000177724,0.154563866,0.835905751,0.000175183
Burkina Faso,BFA,YR2012,0.8,0.061725909,0.013171636,0.45912223,0.196356733,0.000209623,0.154566402,0.800661505,0.000209996
Burkina Faso,BFA,YR2013,0.866666667,0.066861343,0.01141638,0.474569611,0.201239819,0.000228937,0.14438808,0.78252596,0.000248229
Burkina Faso,BFA,YR2014,0.933333333,0.072399557,0.026909424,0.48790985,0.185421566,0.000196328,0.103975586,0.780613722,0.000298892
Burkina Faso,BFA,YR2015,1.0,0.078239855,0.007101512,0.505573255,0.189482329,0.000202814,0.093544261,0.769456223,0.000345888
Burundi,BDI,YR2005,0.333333333,0.0,0.007236887,0.330009351,0.63691235,0.000217653,0.98049027,1.0,1.96e-05
Burundi,BDI,YR2008,0.533333333,0.000100695,0.008852073,0.263565593,0.571586276,0.000242584,0.982464303,1.0,2.38e-05
Burundi,BDI,YR2009,0.6,0.0,0.0,0.398209442,0.557519088,0.00025341,0.963976303,1.0,2.65e-05
Burundi,BDI,YR2010,0.666666667,0.000302084,0.006845701,0.378176246,0.547160178,0.000270156,0.876570304,1.0,3.41e-05
